CFX,AAAI δ_max,Wilks δ_max,MILP δ_max,Difference
"[0.11764706 1.         0.57377049 0.17171717 0.76912847 0.40685544
 0.56282186 0.01666667]",0.1058395646526038,0.2713,0.10700000000000001,0.16429999999999997
"[0.11764706 1.         0.50819672 0.32323232 0.51002184 0.37555887
 0.66094476 0.        ]",0.1058395646526038,0.27485000000000004,0.10624999999999998,0.16860000000000006
"[0.11764706 1.         0.50819672 0.28282828 0.46243729 0.4709389
 0.46998602 0.05      ]",0.1058395646526038,0.2935,0.11005000000000001,0.18344999999999997
"[0.         1.         0.55737705 0.22222222 1.         0.35281246
 0.66805089 0.01666667]",0.1058395646526038,0.2772,0.1109,0.1663
"[0.58823529 1.         0.         0.         0.         0.2902802
 0.07813834 0.15      ]",0.1058395646526038,0.20740000000000003,0.11405000000000001,0.09335000000000002
"[0.11764706 1.         0.50819672 0.28282828 0.46243729 0.4709389
 0.46998602 0.05      ]",0.1058395646526038,0.2935,0.11005000000000001,0.18344999999999997
"[0.11764706 1.         0.50819672 0.         1.         0.44255136
 0.4253874  0.01666667]",0.1058395646526038,0.26450000000000007,0.10915,0.15535000000000007
"[0.         1.         0.45901639 0.13131313 1.         0.3633715
 0.57773372 0.        ]",0.1058395646526038,0.2614000000000001,0.10810000000000002,0.15330000000000005
"[0.11764706 1.         0.42622951 0.         0.95548732 0.4485842
 0.37635502 0.01666667]",0.1058395646526038,0.2663000000000001,0.11005000000000001,0.15625000000000008
"[0.11764706 1.         0.73770492 0.19191919 0.91831335 0.37555887
 0.74630119 0.        ]",0.1058395646526038,0.26870000000000005,0.10795000000000002,0.16075000000000003
"[0.05882353 1.         0.57377049 0.15151515 1.         0.34826075
 0.65031584 0.        ]",0.1058395646526038,0.26460000000000006,0.1074,0.15720000000000006
"[0.11764706 1.         0.52459016 0.         0.94504849 0.45901639
 0.46622886 0.        ]",0.1058395646526038,0.2569,0.10850000000000001,0.1484
"[0.05882353 1.         0.50819672 0.13131313 1.         0.38077622
 0.50708263 0.03333333]",0.1058395646526038,0.27859999999999996,0.11,0.16859999999999997
"[0.11764706 1.         0.50819672 0.32323232 0.51002184 0.37555887
 0.66094476 0.        ]",0.1058395646526038,0.27485000000000004,0.10624999999999998,0.16860000000000006
"[0.17647059 1.         0.47540984 0.11111111 0.89098327 0.36959762
 0.4894943  0.01666667]",0.1058395646526038,0.27669999999999995,0.10835,0.16834999999999994
"[0.11764706 1.         0.50819672 0.32323232 0.51002184 0.37555887
 0.66094476 0.        ]",0.1058395646526038,0.27485000000000004,0.10624999999999998,0.16860000000000006
"[0.11764706 1.         0.57377049 0.17171717 0.76912847 0.40685544
 0.56282186 0.01666667]",0.1058395646526038,0.2713,0.10700000000000001,0.16429999999999997
"[0.11764706 1.         0.54098361 0.22222222 0.75171118 0.37257824
 0.49622881 0.05      ]",0.1058395646526038,0.2872,0.10629999999999999,0.1809
"[0.         1.         0.69672131 0.25252525 0.5089952  0.55737705
 0.5411593  0.05      ]",0.1058395646526038,0.2754,0.10955000000000001,0.16584999999999997
"[0.         1.         0.49180328 0.25252525 0.68380789 0.42771982
 0.58459806 0.01666667]",0.1058395646526038,0.273,0.10944999999999999,0.16355000000000003
"[0.17647059 1.         0.47540984 0.11111111 0.89098327 0.36959762
 0.4894943  0.01666667]",0.1058395646526038,0.27669999999999995,0.10835,0.16834999999999994
"[0.11764706 1.         0.50819672 0.13131313 1.         0.36120547
 0.50690609 0.03333333]",0.1058395646526038,0.2834,0.1101,0.17329999999999998
"[0.11764706 1.         0.73770492 0.19191919 0.91831335 0.37555887
 0.74630119 0.        ]",0.1058395646526038,0.26870000000000005,0.10795000000000002,0.16075000000000003
"[0.05882353 1.         0.50819672 0.         1.         0.50152691
 0.23714432 0.08333333]",0.1058395646526038,0.2855000000000001,0.1114,0.1741000000000001
"[0.11764706 1.         0.6147541  0.32323232 0.2214854  0.53204173
 0.63916921 0.        ]",0.1058395646526038,0.26770000000000005,0.10790000000000001,0.15980000000000005
"[0.05882353 1.         0.50819672 0.13131313 1.         0.38077622
 0.50708263 0.03333333]",0.1058395646526038,0.27859999999999996,0.11,0.16859999999999997
"[0.05882353 1.         0.45901639 0.11111111 1.         0.39835752
 0.51405572 0.01666667]",0.1058395646526038,0.2752,0.1121,0.1631
"[0.         1.         0.55737705 0.32323232 0.32224084 0.53353204
 0.4472783  0.06666667]",0.1058395646526038,0.28390000000000004,0.1073,0.17660000000000003
"[0.05882353 1.         0.52459016 0.19191919 1.         0.3479174
 0.67113154 0.        ]",0.1058395646526038,0.2751,0.11165,0.16345
"[0.11764706 1.         0.54098361 0.22222222 0.75171118 0.37257824
 0.49622881 0.05      ]",0.1058395646526038,0.2872,0.10629999999999999,0.1809
"[0.05882353 1.         0.50819672 0.         1.         0.50152691
 0.23714432 0.08333333]",0.1058395646526038,0.2855000000000001,0.1114,0.1741000000000001
 
Mean MILP,Mean Wilks
0.108742,0.27409900000000004
