Delta,Original,Pval,Reject,CI_low,CI_high
0.05,0.4562199413776397,1.2163748602870482e-06,1.0,0.4609284892097524,0.46725583380307645
0.05,0.2835146486759186,1.1177109547575618e-16,1.0,0.2889954687346089,0.29231697973717563
0.05,0.3926040232181549,2.292408577828366e-09,1.0,0.3978688344645164,0.4029474278402665
0.05,0.6635504961013794,0.6199285825786209,0.0,0.6598692132257237,0.6657460386730419
0.05,0.2920047640800476,0.017220839175634023,1.0,0.2923789707991659,0.2958460095849455
0.05,0.6461483836174011,0.46072496711017086,0.0,0.6447475394754167,0.6492377852649931
0.05,0.2630225718021393,1.2767993889190126e-06,1.0,0.26551898031390564,0.2688849399789487
0.05,0.30624720454216,6.19029024598168e-17,1.0,0.3133712760641894,0.31764003579470307
0.05,0.6181813478469849,0.5757736877041286,0.0,0.6163130916179189,0.6215407912312976
0.05,0.3884334564208984,2.848398787523524e-05,1.0,0.39072125139110336,0.39472540036566006
