Delta,New,Original,Difference
0.2,0.41562296539545057,0.40182673931121826,0.062157324850559234
0.2,0.4450653275847435,0.3977664113044739,0.08839981377124786
0.2,0.3846053137630224,0.3640391528606415,0.08494009716808795
0.2,0.3184827853292227,0.2787850499153137,0.07543355043232441
0.2,0.4087473764419556,0.36939558386802673,0.08831772577762603
0.2,0.3468667798191309,0.32055485248565674,0.09096645931899548
0.2,0.35929292952269315,0.328203409910202,0.08026157040148973
0.2,0.3378704385608435,0.34303703904151917,0.09375094909965992
0.2,0.19155765002407132,0.16481420397758484,0.0720213927384466
0.2,0.2494840758293867,0.22504349052906036,0.08742866809666157
