Delta,Original,Pval,Reject,CI_low,CI_high
0.1,0.4018267393112182,0.00037309707192934537,1.0,0.4039236182777449,0.40904063169078386
0.1,0.3886075317859649,7.983969753887174e-10,1.0,0.3946078799152671,0.4001580493068399
0.1,0.3891399502754211,0.006290598333573315,1.0,0.38209832710779257,0.38797788452350546
0.1,0.3223433792591095,0.021384998367826737,1.0,0.3227697297979897,0.32765658455595315
0.1,0.4107183218002319,9.318076283247988e-06,1.0,0.4144873678973849,0.4204207031437223
0.1,0.3572558164596557,0.00018908291230450457,1.0,0.35997792369847376,0.3659635891842357
0.1,0.3422583043575287,1.027096400880789e-11,1.0,0.34895987417233687,0.35430396388041274
0.1,0.3477919399738312,0.0007874669963624081,1.0,0.34036700694020433,0.34583443130795316
0.1,0.2683779299259186,4.987034289276041e-15,1.0,0.27645970356819904,0.2817562639081689
0.1,0.292105108499527,2.5136941803159744e-08,1.0,0.2975431153804589,0.30338239034707065
