Delta,Original,Pval,Reject,CI_low,CI_high
0.2,0.9287594556808472,1.5712777634215626e-71,1.0,0.8824320936132263,0.8909349095892122
0.2,0.9889925122261048,8.313213606141628e-48,1.0,0.9655659479039983,0.9708822880846187
0.2,0.9775534272193908,1.4468356053791917e-48,1.0,0.9457970556382707,0.95294590362267
0.2,0.903267502784729,2.283000259257596e-30,1.0,0.846098373218231,0.8623519075673296
0.2,0.9912975430488586,1.3307756956198593e-46,1.0,0.9839837666934512,0.9856652588659742
0.2,0.991586983203888,8.616519895134498e-47,1.0,0.9820032586577639,0.9842020993706478
0.2,0.9881904125213624,1.0765801715791302e-31,1.0,0.9824222588651582,0.9840284982807234
0.2,0.9939116835594176,4.469405394920508e-30,1.0,0.9900218857464271,0.991132959968142
0.2,0.9842897653579712,2.2565160650423237e-52,1.0,0.969573517626489,0.9727601930439822
0.2,0.939330518245697,6.685560743190899e-22,1.0,0.9208229859373911,0.9269732006289617
