Delta,Original,Pval,Reject,CI_low,CI_high
0.1,0.4562199413776397,3.855176914016372e-09,1.0,0.46815183023141893,0.47991500660253494
0.1,0.3083329498767853,1.1269279085263827e-08,1.0,0.3147512063145532,0.32138622736335853
0.1,0.3567647933959961,8.544161958094812e-17,1.0,0.3707781371138458,0.3792267498709794
0.1,0.6745069026947021,0.36480512888706784,0.0,0.6662146220707647,0.6775581399894007
0.1,0.2458073049783706,0.10719130676124461,0.0,0.245216640738067,0.2518410441454083
0.1,0.6067444086074829,0.0021048253594048148,1.0,0.5957754467945934,0.6043078519481778
0.1,0.2064121216535568,2.002665259598957e-14,1.0,0.21597771661137996,0.22244651168430388
0.1,0.2610829472541809,1.0416628547089627e-26,1.0,0.2796387632173727,0.2876838273423483
0.1,0.592851996421814,6.523904723922595e-06,1.0,0.5762257639654973,0.5862720945588251
0.1,0.4063305258750915,1.0281120896727125e-07,1.0,0.39182193025298534,0.39959731397680825
