Delta,New,Original,Difference
0.3,0.49546188006550074,0.45621994137763977,0.17063308012336492
0.3,0.4953023217218928,0.5121979713439941,0.17993053321661429
0.3,0.4211031432867283,0.3774779438972473,0.20043850800392685
0.3,0.6182210737759247,0.5391713380813599,0.20496887508090586
0.3,0.047547250642814655,0.02323247492313385,0.038379440468735086
0.3,0.2875501175257246,0.18565143644809723,0.2064250308004339
0.3,0.08033049634904578,0.02416011318564415,0.0742454894346653
0.3,0.10100602071966551,0.04756037890911102,0.08425493918646552
0.3,0.08039770110931313,0.029697513207793236,0.07168153085511113
0.3,0.18905415464836706,0.06603904068470001,0.17468925639193902
