Delta,New,Original,Difference
0.1,0.4064821249842644,0.40182673931121826,0.03381045639514923
0.1,0.3973829646110535,0.38860753178596497,0.03644202464818955
0.1,0.385038105815649,0.38913995027542114,0.03847613444924355
0.1,0.3252131571769714,0.3223433792591095,0.031474147021770475
0.1,0.4174540355205536,0.41071832180023193,0.03881644296646118
0.1,0.36297075644135474,0.35725581645965576,0.0386370395720005
0.1,0.3516319190263748,0.3422583043575287,0.035083843648433685
0.1,0.34310071912407875,0.3477919399738312,0.035791648536920545
0.1,0.27910798373818396,0.2683779299259186,0.03452377519011497
0.1,0.3004627528637648,0.292105108499527,0.03809476734697819
