Delta,New,Original,Difference
0.2,0.48802305599302054,0.45621994137763977,0.12949963895231487
0.2,0.3586035469993949,0.35504499077796936,0.09201488826423883
0.2,0.34807085524126885,0.3109539747238159,0.10581735743954777
0.2,0.7314790223985911,0.7823972702026367,0.13653007231652736
0.2,0.14999535453785212,0.1309143304824829,0.07525355386268348
0.2,0.6111240024268627,0.6743863224983215,0.11046011558175087
0.2,0.2746381660699844,0.23964205384254456,0.11813387113809586
0.2,0.27301986048649995,0.24213692545890808,0.12130526327062398
0.2,0.5064355404376983,0.488981157541275,0.12448030483722687
0.2,0.5758179533481598,0.6065384149551392,0.12374894380569458
