Delta,Original,Pval,Reject,CI_low,CI_high
0.2,0.4562199413776397,2.596526650029899e-10,1.0,0.4782510943665196,0.4977950176195215
0.2,0.3550449907779693,0.31866158266109507,0.0,0.35160441682571764,0.36560267717307215
0.2,0.3109539747238159,1.6491869879912019e-18,1.0,0.339935844002627,0.3562058664799107
0.2,0.7823972702026367,1.4062015219868634e-20,1.0,0.7209693026824257,0.7419887421147565
0.2,0.1309143304824829,2.1696640786160604e-09,1.0,0.14379624755408354,0.1561944615216207
0.2,0.6743863224983215,8.364368955559803e-48,1.0,0.6030267271180021,0.6192212777357233
0.2,0.2396420538425445,1.452375284769924e-13,1.0,0.2654761957304922,0.28380013640947666
0.2,0.242136925458908,7.534244016894839e-11,1.0,0.2638110111813995,0.2822287097916004
0.2,0.488981157541275,0.00028817974763640803,1.0,0.4970221155767611,0.5158489652986356
0.2,0.6065384149551392,1.5671662986257563e-10,1.0,0.5664953809495822,0.5851405257467374
