Delta,Original,New
0.1,0.9287594556808472,0.9451396465301514
0.1,0.9287594556808472,0.8769223093986511
0.1,0.9287594556808472,0.8955193758010864
0.1,0.9287594556808472,0.8511481285095215
0.1,0.9287594556808472,0.9267627000808716
0.1,0.9287594556808472,0.9309223890304565
0.1,0.9287594556808472,0.8242543935775757
0.1,0.9287594556808472,0.9429203867912292
0.1,0.9287594556808472,0.9112213850021362
0.1,0.9287594556808472,0.9060788154602051
0.1,0.9287594556808472,0.9471046924591064
0.1,0.9287594556808472,0.8782559037208557
0.1,0.9287594556808472,0.8909910917282104
0.1,0.9287594556808472,0.9268794655799866
0.1,0.9287594556808472,0.9169475436210632
0.1,0.9287594556808472,0.9158066511154175
0.1,0.9287594556808472,0.9084102511405945
0.1,0.9287594556808472,0.9334922432899475
0.1,0.9287594556808472,0.938090980052948
0.1,0.9287594556808472,0.909165620803833
0.1,0.9287594556808472,0.9092097878456116
0.1,0.9287594556808472,0.9291741251945496
0.1,0.9287594556808472,0.9627072215080261
0.1,0.9287594556808472,0.9048868417739868
0.1,0.9287594556808472,0.9465823173522949
0.1,0.9287594556808472,0.9038093090057373
0.1,0.9287594556808472,0.9519700407981873
0.1,0.9287594556808472,0.8945624232292175
0.1,0.9287594556808472,0.9355072379112244
0.1,0.9287594556808472,0.9167839288711548
0.1,0.9287594556808472,0.9106269478797913
0.1,0.9287594556808472,0.8962158560752869
0.1,0.9287594556808472,0.9166517853736877
0.1,0.9287594556808472,0.9423628449440002
0.1,0.9287594556808472,0.8668955564498901
0.1,0.9287594556808472,0.9140883684158325
0.1,0.9287594556808472,0.882794201374054
0.1,0.9287594556808472,0.9170690178871155
0.1,0.9287594556808472,0.8989319205284119
0.1,0.9287594556808472,0.902965784072876
0.1,0.9287594556808472,0.863385021686554
0.1,0.9287594556808472,0.9483797550201416
0.1,0.9287594556808472,0.9370983242988586
0.1,0.9287594556808472,0.901500940322876
0.1,0.9287594556808472,0.9142941832542419
0.1,0.9287594556808472,0.8798443078994751
0.1,0.9287594556808472,0.9317842721939087
0.1,0.9287594556808472,0.8478511571884155
0.1,0.9287594556808472,0.9360406398773193
0.1,0.9287594556808472,0.8777691721916199
0.1,0.9287594556808472,0.9232444167137146
