Delta,New,Original,Difference
0.1,0.4721443346247077,0.45621994137763977,0.07673663417249918
0.1,0.3335280541330576,0.31298327445983887,0.053583797177672386
0.1,0.3975235401064158,0.3864386975765228,0.06330201537311077
0.1,0.6928371693879366,0.696320652961731,0.06175828836858273
0.1,0.2921368716649711,0.28069648146629333,0.05203343654349446
0.1,0.6925781953483819,0.7000569701194763,0.06306309487521648
0.1,0.2384392440803349,0.23501037061214447,0.04948447651192546
0.1,0.3198632220551372,0.30912142992019653,0.05180803727656603
0.1,0.40296118790209295,0.3928745985031128,0.07917116349637508
0.1,0.4924613836377859,0.5130842924118042,0.049071618345379826
