Delta,Original,New
0.2,0.9287594556808472,0.9476737976074219
0.2,0.9287594556808472,0.8185715079307556
0.2,0.9287594556808472,0.8340678215026855
0.2,0.9287594556808472,0.7146148681640625
0.2,0.9287594556808472,0.9188960194587708
0.2,0.9287594556808472,0.9274142980575562
0.2,0.9287594556808472,0.6404721140861511
0.2,0.9287594556808472,0.9504008889198303
0.2,0.9287594556808472,0.8688133955001831
0.2,0.9287594556808472,0.8840939402580261
0.2,0.9287594556808472,0.9510232210159302
0.2,0.9287594556808472,0.7879415154457092
0.2,0.9287594556808472,0.8277053236961365
0.2,0.9287594556808472,0.9174047112464905
0.2,0.9287594556808472,0.8900205492973328
0.2,0.9287594556808472,0.8738875985145569
0.2,0.9287594556808472,0.8852055668830872
0.2,0.9287594556808472,0.906721293926239
0.2,0.9287594556808472,0.9375520348548889
0.2,0.9287594556808472,0.8713141083717346
0.2,0.9287594556808472,0.8808079957962036
0.2,0.9287594556808472,0.9351606369018555
0.2,0.9287594556808472,0.9788683652877808
0.2,0.9287594556808472,0.8644037246704102
0.2,0.9287594556808472,0.9460523724555969
0.2,0.9287594556808472,0.8513859510421753
0.2,0.9287594556808472,0.9643504023551941
0.2,0.9287594556808472,0.8328605890274048
0.2,0.9287594556808472,0.9409253597259521
0.2,0.9287594556808472,0.884760856628418
0.2,0.9287594556808472,0.8868815898895264
0.2,0.9287594556808472,0.8516117334365845
0.2,0.9287594556808472,0.9076301455497742
0.2,0.9287594556808472,0.9480542540550232
0.2,0.9287594556808472,0.7545915246009827
0.2,0.9287594556808472,0.8957632184028625
0.2,0.9287594556808472,0.7627317309379578
0.2,0.9287594556808472,0.9058565497398376
0.2,0.9287594556808472,0.8387656211853027
0.2,0.9287594556808472,0.8539924621582031
0.2,0.9287594556808472,0.7346732020378113
0.2,0.9287594556808472,0.9484367966651917
0.2,0.9287594556808472,0.9352148771286011
0.2,0.9287594556808472,0.8700532913208008
0.2,0.9287594556808472,0.8842477798461914
0.2,0.9287594556808472,0.7978017926216125
0.2,0.9287594556808472,0.9261627793312073
0.2,0.9287594556808472,0.7141721248626709
0.2,0.9287594556808472,0.9414399862289429
0.2,0.9287594556808472,0.783355176448822
0.2,0.9287594556808472,0.912901759147644
0.2,0.9287594556808472,0.8944358825683594
0.2,0.9287594556808472,0.8667933940887451
0.2,0.9287594556808472,0.8971783518791199
0.2,0.9287594556808472,0.9688926339149475
0.2,0.9287594556808472,0.9122815132141113
0.2,0.9287594556808472,0.9662725925445557
0.2,0.9287594556808472,0.907267689704895
0.2,0.9287594556808472,0.8332168459892273
0.2,0.9287594556808472,0.9357283115386963
0.2,0.9287594556808472,0.910914421081543
0.2,0.9287594556808472,0.9453469514846802
0.2,0.9287594556808472,0.7849541306495667
0.2,0.9287594556808472,0.7992772459983826
0.2,0.9287594556808472,0.8311911821365356
0.2,0.9287594556808472,0.8994024991989136
0.2,0.9287594556808472,0.6770812273025513
0.2,0.9287594556808472,0.953913152217865
0.2,0.9287594556808472,0.8505787253379822
0.2,0.9287594556808472,0.8837871551513672
0.2,0.9287594556808472,0.7748839855194092
0.2,0.9287594556808472,0.8817987442016602
0.2,0.9287594556808472,0.9012054204940796
0.2,0.9287594556808472,0.8883956074714661
0.2,0.9287594556808472,0.9078870415687561
0.2,0.9287594556808472,0.9694505929946899
0.2,0.9287594556808472,0.9085621237754822
0.2,0.9287594556808472,0.8390771150588989
0.2,0.9287594556808472,0.9191952347755432
0.2,0.9287594556808472,0.6755406260490417
0.2,0.9287594556808472,0.5721748471260071
0.2,0.9287594556808472,0.9271854758262634
0.2,0.9287594556808472,0.8057414293289185
0.2,0.9287594556808472,0.8678402304649353
0.2,0.9287594556808472,0.8824042081832886
0.2,0.9287594556808472,0.8658441305160522
0.2,0.9287594556808472,0.8878554701805115
0.2,0.9287594556808472,0.9104704856872559
0.2,0.9287594556808472,0.9646538496017456
0.2,0.9287594556808472,0.9159596562385559
0.2,0.9287594556808472,0.9575812816619873
0.2,0.9287594556808472,0.9494696259498596
0.2,0.9287594556808472,0.860892653465271
0.2,0.9287594556808472,0.8763752579689026
0.2,0.9287594556808472,0.8337537050247192
0.2,0.9287594556808472,0.8922736048698425
0.2,0.9287594556808472,0.9180057644844055
0.2,0.9287594556808472,0.9192177653312683
0.2,0.9287594556808472,0.9154950976371765
0.2,0.9287594556808472,0.7596727013587952
0.2,0.9287594556808472,0.9172847270965576
0.2,0.9287594556808472,0.8855690956115723
0.2,0.9287594556808472,0.9511951804161072
0.2,0.9287594556808472,0.8896400332450867
0.2,0.9287594556808472,0.8912994265556335
0.2,0.9287594556808472,0.8472049832344055
0.2,0.9287594556808472,0.8399391770362854
0.2,0.9287594556808472,0.9602835178375244
0.2,0.9287594556808472,0.8812892436981201
0.2,0.9287594556808472,0.8998644351959229
0.2,0.9287594556808472,0.5808873772621155
0.2,0.9287594556808472,0.9745749831199646
0.2,0.9287594556808472,0.8366501927375793
0.2,0.9287594556808472,0.83840411901474
0.2,0.9287594556808472,0.8981897234916687
0.2,0.9287594556808472,0.9249138832092285
0.2,0.9287594556808472,0.9540318250656128
0.2,0.9287594556808472,0.8368120789527893
0.2,0.9287594556808472,0.9315035343170166
0.2,0.9287594556808472,0.6325535774230957
0.2,0.9287594556808472,0.8276126980781555
0.2,0.9287594556808472,0.8986273407936096
0.2,0.9287594556808472,0.9635090231895447
0.2,0.9287594556808472,0.9647840857505798
0.2,0.9287594556808472,0.8790642023086548
0.2,0.9287594556808472,0.9337380528450012
0.2,0.9287594556808472,0.9233816862106323
0.2,0.9287594556808472,0.8131904006004333
0.2,0.9287594556808472,0.7127475142478943
0.2,0.9287594556808472,0.951389491558075
0.2,0.9287594556808472,0.9441635012626648
0.2,0.9287594556808472,0.9167759418487549
0.2,0.9287594556808472,0.7762961983680725
0.2,0.9287594556808472,0.9747611880302429
0.2,0.9287594556808472,0.847201406955719
0.2,0.9287594556808472,0.8164361119270325
0.2,0.9287594556808472,0.9562119841575623
0.2,0.9287594556808472,0.8837676048278809
0.2,0.9287594556808472,0.8166579604148865
0.2,0.9287594556808472,0.9197107553482056
0.2,0.9287594556808472,0.9036839008331299
0.2,0.9287594556808472,0.8711254596710205
0.2,0.9287594556808472,0.7746537923812866
0.2,0.9287594556808472,0.8939207196235657
0.2,0.9287594556808472,0.864200234413147
0.2,0.9287594556808472,0.7465046644210815
0.2,0.9287594556808472,0.9059613347053528
0.2,0.9287594556808472,0.9448885321617126
0.2,0.9287594556808472,0.935094952583313
0.2,0.9287594556808472,0.9556470513343811
0.2,0.9287594556808472,0.7677097320556641
0.2,0.9287594556808472,0.9570438265800476
0.2,0.9287594556808472,0.7881109714508057
0.2,0.9287594556808472,0.9787371754646301
0.2,0.9287594556808472,0.8417924046516418
0.2,0.9287594556808472,0.904193103313446
0.2,0.9287594556808472,0.9602499604225159
0.2,0.9287594556808472,0.9309915900230408
0.2,0.9287594556808472,0.8804380297660828
0.2,0.9287594556808472,0.9058231115341187
0.2,0.9287594556808472,0.8507521152496338
0.2,0.9287594556808472,0.76717209815979
0.2,0.9287594556808472,0.9488651752471924
0.2,0.9287594556808472,0.7261832356452942
0.2,0.9287594556808472,0.9391309022903442
0.2,0.9287594556808472,0.9460456371307373
0.2,0.9287594556808472,0.8312621116638184
0.2,0.9287594556808472,0.8538957238197327
0.2,0.9287594556808472,0.8236033320426941
0.2,0.9287594556808472,0.9325228333473206
0.2,0.9287594556808472,0.9241747260093689
0.2,0.9287594556808472,0.878526508808136
0.2,0.9287594556808472,0.947065532207489
0.2,0.9287594556808472,0.9519656300544739
0.2,0.9287594556808472,0.9625992178916931
0.2,0.9287594556808472,0.8957773447036743
0.2,0.9287594556808472,0.9268655180931091
0.2,0.9287594556808472,0.9557321667671204
0.2,0.9287594556808472,0.9031578898429871
0.2,0.9287594556808472,0.9025081396102905
0.2,0.9287594556808472,0.8770138025283813
0.2,0.9287594556808472,0.9060812592506409
0.2,0.9287594556808472,0.9107601642608643
0.2,0.9287594556808472,0.9735129475593567
0.2,0.9287594556808472,0.8803777098655701
0.2,0.9287594556808472,0.8498701453208923
0.2,0.9287594556808472,0.826169490814209
0.2,0.9287594556808472,0.9310985207557678
0.2,0.9287594556808472,0.9582611918449402
0.2,0.9287594556808472,0.9136433005332947
0.2,0.9287594556808472,0.9642866849899292
0.2,0.9287594556808472,0.8885099291801453
0.2,0.9287594556808472,0.9033761620521545
0.2,0.9287594556808472,0.8982630372047424
0.2,0.9287594556808472,0.934626579284668
0.2,0.9287594556808472,0.9265978336334229
0.2,0.9287594556808472,0.9678693413734436
0.2,0.9287594556808472,0.8401352763175964
0.2,0.9287594556808472,0.9449246525764465
0.2,0.9287594556808472,0.9533459544181824
0.2,0.9287594556808472,0.8760591149330139
0.2,0.9287594556808472,0.8995696306228638
0.2,0.9287594556808472,0.8093875646591187
0.2,0.9287594556808472,0.9345882534980774
0.2,0.9287594556808472,0.8809886574745178
0.2,0.9287594556808472,0.8096122145652771
0.2,0.9287594556808472,0.9645326733589172
0.2,0.9287594556808472,0.8875389099121094
0.2,0.9287594556808472,0.8913088440895081
0.2,0.9287594556808472,0.9075689911842346
0.2,0.9287594556808472,0.8405436873435974
0.2,0.9287594556808472,0.9355214834213257
0.2,0.9287594556808472,0.7909923195838928
0.2,0.9287594556808472,0.9525581002235413
0.2,0.9287594556808472,0.8711931705474854
0.2,0.9287594556808472,0.8161700963973999
0.2,0.9287594556808472,0.9480392336845398
