Delta,Original,Pval,Reject,CI_low,CI_high
0.3,0.4018267393112182,3.5310362062153007e-90,1.0,0.42141302003557063,0.4255900951728763
0.3,0.16399946808815,0.0,1.0,0.19943976981616832,0.20293631450147118
0.3,0.2786866128444671,4.255833473820098e-242,1.0,0.311869380022514,0.3159085172728418
0.3,0.3629512190818786,0.0,1.0,0.4005674183543099,0.4043317854975091
0.3,0.3864042460918426,1.7540880901013998e-190,1.0,0.4151146138854162,0.4191160600029095
0.3,0.4287000298500061,0.0,1.0,0.4979762295389987,0.5024090782558106
0.3,0.4980045258998871,0.0,1.0,0.5592995187927032,0.5635003811251378
0.3,0.590943455696106,8.855457168883978e-26,1.0,0.6023494574931202,0.6075692134502592
0.3,0.7091904282569885,5.314984634794218e-05,1.0,0.7018161411049083,0.7066318715659662
0.3,0.7648141384124756,6.751697272657203e-138,1.0,0.7884868440940724,0.7924475032910956
