Delta,Original,Pval,Reject,CI_low,CI_high
0.1,0.9287594556808472,0.0,1.0,0.9157293319152713,0.9168795540405392
0.1,0.9554322361946106,1.1236830438322199e-210,1.0,0.9462045107907664,0.9472781357341398
0.1,0.9067710638046264,0.0,1.0,0.883994521987283,0.8860867264510753
0.1,0.7054621577262878,3.7898979238354107e-16,1.0,0.71046457094717,0.7136284131152633
0.1,0.8505808115005493,2.2503217601258131e-206,1.0,0.8318057363421466,0.8340127532928442
0.1,0.7486152648925781,1.0881932451658382e-19,1.0,0.740788312020349,0.743562974539948
0.1,0.6535571813583374,2.0975761910107886e-31,1.0,0.6602977013255218,0.6630115035807034
0.1,0.7505509257316589,5.9999242278896624e-151,1.0,0.7284086621247695,0.7314455187834336
0.1,0.6226258277893066,3.1018298445988183e-15,1.0,0.6141402500058741,0.6175143713568121
0.1,0.5010076761245728,7.932441045596005e-149,1.0,0.522048176677147,0.5254195248294677
