Delta,Original,Pval,Reject,CI_low,CI_high
0.3,0.4018267393112182,4.8239742039960965e-17,1.0,0.4242686386824047,0.43765261388119103
0.3,0.4276085197925567,1.6658172476149458e-56,1.0,0.5012491448353003,0.5206070024986793
0.3,0.3604373037815094,2.050479951963006e-28,1.0,0.4122061353674954,0.4337207633056813
0.3,0.2568690776824951,2.4468661451815434e-68,1.0,0.33971165728336916,0.3589097156696881
0.3,0.3802015781402588,1.225772099140385e-21,1.0,0.42518252619221253,0.4477614205083307
0.3,0.2392290830612182,1.833662872333729e-57,1.0,0.33598169385822463,0.36113380446476884
0.3,0.3071125447750091,1.3242293116759826e-36,1.0,0.37086951153543574,0.39321083995136635
0.3,0.4069887697696686,0.000275738812704213,1.0,0.3666218272364741,0.3948498357859398
0.3,0.0838164091110229,1.5299058468055572e-36,1.0,0.13708011188441213,0.15576581337988119
0.3,0.2065642476081848,1.8774810477897745e-07,1.0,0.22670218251492966,0.2507565895059505
