Delta,Original,Pval,Reject,CI_low,CI_high
0.2,0.9287594556808472,0.0,1.0,0.8841535096373794,0.886935463270879
0.2,0.9073598980903624,0.0,1.0,0.849093146188926,0.8531403126101977
0.2,0.6563946604728699,5.293590313012692e-28,1.0,0.6693153084609726,0.6749163235183737
0.2,0.6797480583190918,4.2270025975497475e-233,1.0,0.6277523456783194,0.6335032138406138
0.2,0.571256697177887,1.2054284415545753e-05,1.0,0.5742045915447361,0.578982930297386
0.2,0.4904938340187073,2.9186068167224003e-98,1.0,0.4592850067373725,0.4645510101686804
0.2,0.4091762006282806,1.8735387338381414e-11,1.0,0.3992263073845429,0.40371845635486414
0.2,0.3775965571403503,2.0926929518841515e-203,1.0,0.41965348208345027,0.4253018552926972
0.2,0.4109243154525757,5.283547842095118e-37,1.0,0.4280697145235745,0.4342932565844598
0.2,0.2860215008258819,1.9113847273561615e-152,1.0,0.320790021308423,0.32628579528266105
