Delta,Original,New
0.2,0.40182673931121826,0.4643828570842743
0.2,0.40182673931121826,0.4090023338794708
0.2,0.40182673931121826,0.3708840310573578
0.2,0.40182673931121826,0.3033553957939148
0.2,0.40182673931121826,0.4735995829105377
0.2,0.40182673931121826,0.4743933379650116
0.2,0.40182673931121826,0.3363436758518219
0.2,0.40182673931121826,0.3425528109073639
0.2,0.40182673931121826,0.42098763585090637
0.2,0.40182673931121826,0.3843444287776947
0.2,0.40182673931121826,0.528167724609375
0.2,0.40182673931121826,0.45341306924819946
0.2,0.40182673931121826,0.2656885087490082
0.2,0.40182673931121826,0.5622941255569458
0.2,0.40182673931121826,0.392530232667923
0.2,0.40182673931121826,0.42199620604515076
0.2,0.40182673931121826,0.3930557072162628
0.2,0.40182673931121826,0.5124026536941528
0.2,0.40182673931121826,0.3925808072090149
0.2,0.40182673931121826,0.4615972638130188
0.2,0.40182673931121826,0.4481072425842285
0.2,0.40182673931121826,0.30871662497520447
0.2,0.40182673931121826,0.4788334369659424
0.2,0.40182673931121826,0.3544270396232605
0.2,0.40182673931121826,0.3824314773082733
0.2,0.40182673931121826,0.531043291091919
0.2,0.40182673931121826,0.41359102725982666
0.2,0.40182673931121826,0.4839498698711395
0.2,0.40182673931121826,0.5592837333679199
0.2,0.40182673931121826,0.36290574073791504
0.2,0.40182673931121826,0.4846816658973694
0.2,0.40182673931121826,0.48888978362083435
0.2,0.40182673931121826,0.5212152004241943
0.2,0.40182673931121826,0.4212036728858948
0.2,0.40182673931121826,0.4879527986049652
0.2,0.40182673931121826,0.4133993685245514
0.2,0.40182673931121826,0.5207807421684265
0.2,0.40182673931121826,0.5071873664855957
0.2,0.40182673931121826,0.330832839012146
0.2,0.40182673931121826,0.2620531916618347
0.2,0.40182673931121826,0.4156646430492401
0.2,0.40182673931121826,0.39123234152793884
0.2,0.40182673931121826,0.19227498769760132
0.2,0.40182673931121826,0.3355620801448822
0.2,0.40182673931121826,0.3599698543548584
0.2,0.40182673931121826,0.44588038325309753
0.2,0.40182673931121826,0.46981391310691833
0.2,0.40182673931121826,0.2958986461162567
0.2,0.40182673931121826,0.48319733142852783
0.2,0.40182673931121826,0.49065372347831726
0.2,0.40182673931121826,0.4060097932815552
0.2,0.40182673931121826,0.4388364255428314
0.2,0.40182673931121826,0.43298980593681335
0.2,0.40182673931121826,0.2942543923854828
0.2,0.40182673931121826,0.43142586946487427
0.2,0.40182673931121826,0.40715649724006653
0.2,0.40182673931121826,0.2804048955440521
0.2,0.40182673931121826,0.5021429061889648
0.2,0.40182673931121826,0.3546137809753418
0.2,0.40182673931121826,0.40231257677078247
0.2,0.40182673931121826,0.5290800333023071
0.2,0.40182673931121826,0.3044036328792572
0.2,0.40182673931121826,0.36343657970428467
0.2,0.40182673931121826,0.42976444959640503
0.2,0.40182673931121826,0.4494139850139618
0.2,0.40182673931121826,0.4912470579147339
0.2,0.40182673931121826,0.289130836725235
0.2,0.40182673931121826,0.3404831886291504
0.2,0.40182673931121826,0.4482145607471466
0.2,0.40182673931121826,0.4152168035507202
0.2,0.40182673931121826,0.42364701628685
0.2,0.40182673931121826,0.43888455629348755
0.2,0.40182673931121826,0.36838653683662415
0.2,0.40182673931121826,0.4248228669166565
0.2,0.40182673931121826,0.48841121792793274
0.2,0.40182673931121826,0.3473508358001709
0.2,0.40182673931121826,0.4129403829574585
0.2,0.40182673931121826,0.30719491839408875
0.2,0.40182673931121826,0.43273916840553284
0.2,0.40182673931121826,0.30045750737190247
0.2,0.40182673931121826,0.42882227897644043
0.2,0.40182673931121826,0.4950135052204132
0.2,0.40182673931121826,0.29857924580574036
0.2,0.40182673931121826,0.3560415506362915
0.2,0.40182673931121826,0.41323554515838623
0.2,0.40182673931121826,0.4566054046154022
0.2,0.40182673931121826,0.33323946595191956
0.2,0.40182673931121826,0.39743754267692566
0.2,0.40182673931121826,0.48676642775535583
0.2,0.40182673931121826,0.4603433907032013
0.2,0.40182673931121826,0.3624609410762787
0.2,0.40182673931121826,0.4472861588001251
0.2,0.40182673931121826,0.37537744641304016
0.2,0.40182673931121826,0.35073745250701904
0.2,0.40182673931121826,0.39754626154899597
0.2,0.40182673931121826,0.34424060583114624
0.2,0.40182673931121826,0.495622456073761
0.2,0.40182673931121826,0.3271239399909973
0.2,0.40182673931121826,0.4254506826400757
