Delta,Original,Pval,Reject,CI_low,CI_high
0.1,0.4562199413776397,5.856383815780937e-63,1.0,0.47029363133060215,0.4739950379188132
0.1,0.3129832744598388,6.020217746380288e-202,1.0,0.3322303232447595,0.3348257850213557
0.1,0.3864386975765228,1.1660727231165028e-43,1.0,0.3959629624273414,0.39908411778549013
0.1,0.696320652961731,6.339463321608978e-06,1.0,0.6913255254717288,0.6943488133041444
0.1,0.2806964814662933,3.1906321043935425e-70,1.0,0.2908809476992234,0.2933927956307188
0.1,0.7000569701194763,2.9247197106861198e-21,1.0,0.6910329117134135,0.6941234789833504
0.1,0.2350103706121444,3.551389495341587e-08,1.0,0.23722077043454012,0.23965771772612968
0.1,0.3091214299201965,3.28376316932164e-61,1.0,0.31859632611753935,0.321130117992735
0.1,0.3928745985031128,1.1317361959358533e-24,1.0,0.40103816437239886,0.40488421143178704
0.1,0.5130842924118042,7.494917502216731e-254,1.0,0.4913077859554361,0.4936149813201357
