Delta,Original,Pval,Reject,CI_low,CI_high
0.3,0.9287594556808472,0.0,1.0,0.8465699646447916,0.8509786908949594
0.3,0.7815839648246765,3.9515425112443447e-240,1.0,0.7172416801361011,0.7242525506036711
0.3,0.5480991005897522,2.018099477268081e-29,1.0,0.5215001763238429,0.5293652475905748
0.3,0.6070416569709778,3.957154764369884e-296,1.0,0.5177275944796627,0.5264768519590373
0.3,0.4566152095794678,1.213391171238082e-11,1.0,0.43986644085532167,0.4473734270129528
0.3,0.3539178073406219,0.2839074718150332,0.0,0.3476445192286997,0.35575635941989986
0.3,0.1957257688045501,2.5122482818750408e-201,1.0,0.24291142000019944,0.249285459830757
0.3,0.1986902952194214,0.0,1.0,0.3510055952945973,0.3603944317891945
0.3,0.2314584851264953,0.0,1.0,0.33659810079924446,0.34644211580316386
0.3,0.1775892078876495,0.0,1.0,0.2754676546117104,0.28443322901518087
