Delta,Original,New
0.05,0.40182673931121826,0.4249669909477234
0.05,0.40182673931121826,0.40232980251312256
0.05,0.40182673931121826,0.3850642740726471
0.05,0.40182673931121826,0.3722516596317291
0.05,0.40182673931121826,0.41691043972969055
0.05,0.40182673931121826,0.4321609139442444
0.05,0.40182673931121826,0.38501009345054626
0.05,0.40182673931121826,0.3772083520889282
0.05,0.40182673931121826,0.39802834391593933
0.05,0.40182673931121826,0.3861291706562042
0.05,0.40182673931121826,0.44220396876335144
0.05,0.40182673931121826,0.4002094268798828
0.05,0.40182673931121826,0.35877740383148193
0.05,0.40182673931121826,0.4352712631225586
0.05,0.40182673931121826,0.3826790750026703
0.05,0.40182673931121826,0.4014038145542145
0.05,0.40182673931121826,0.39802125096321106
0.05,0.40182673931121826,0.42929214239120483
0.05,0.40182673931121826,0.4017852544784546
0.05,0.40182673931121826,0.41710078716278076
0.05,0.40182673931121826,0.4063582122325897
0.05,0.40182673931121826,0.37503352761268616
0.05,0.40182673931121826,0.415471613407135
0.05,0.40182673931121826,0.39025479555130005
0.05,0.40182673931121826,0.40549108386039734
0.05,0.40182673931121826,0.4336591064929962
0.05,0.40182673931121826,0.40461817383766174
0.05,0.40182673931121826,0.4069884419441223
0.05,0.40182673931121826,0.4471197724342346
0.05,0.40182673931121826,0.40317535400390625
0.05,0.40182673931121826,0.41847315430641174
0.05,0.40182673931121826,0.4220663905143738
0.05,0.40182673931121826,0.43075019121170044
0.05,0.40182673931121826,0.4013080596923828
0.05,0.40182673931121826,0.4260222315788269
0.05,0.40182673931121826,0.3973349332809448
0.05,0.40182673931121826,0.42968568205833435
0.05,0.40182673931121826,0.4137078821659088
0.05,0.40182673931121826,0.37854745984077454
0.05,0.40182673931121826,0.36635491251945496
0.05,0.40182673931121826,0.4081725478172302
0.05,0.40182673931121826,0.40184882283210754
0.05,0.40182673931121826,0.33459100127220154
0.05,0.40182673931121826,0.38848617672920227
0.05,0.40182673931121826,0.39437395334243774
0.05,0.40182673931121826,0.41057389974594116
0.05,0.40182673931121826,0.4108387529850006
0.05,0.40182673931121826,0.37333887815475464
0.05,0.40182673931121826,0.4226286709308624
0.05,0.40182673931121826,0.4202824831008911
0.05,0.40182673931121826,0.3971409499645233
0.05,0.40182673931121826,0.4148799180984497
0.05,0.40182673931121826,0.40977010130882263
0.05,0.40182673931121826,0.36835020780563354
0.05,0.40182673931121826,0.4117686450481415
0.05,0.40182673931121826,0.4129754900932312
0.05,0.40182673931121826,0.36532172560691833
0.05,0.40182673931121826,0.42022454738616943
0.05,0.40182673931121826,0.38984909653663635
0.05,0.40182673931121826,0.3957787752151489
0.05,0.40182673931121826,0.4308969974517822
0.05,0.40182673931121826,0.3737730085849762
0.05,0.40182673931121826,0.3896174132823944
0.05,0.40182673931121826,0.40717869997024536
0.05,0.40182673931121826,0.40778711438179016
0.05,0.40182673931121826,0.4218866527080536
0.05,0.40182673931121826,0.36283934116363525
0.05,0.40182673931121826,0.3881419003009796
0.05,0.40182673931121826,0.4185534417629242
0.05,0.40182673931121826,0.393597275018692
0.05,0.40182673931121826,0.4000023901462555
0.05,0.40182673931121826,0.4150805175304413
0.05,0.40182673931121826,0.3956700265407562
0.05,0.40182673931121826,0.4042854905128479
0.05,0.40182673931121826,0.423898309469223
0.05,0.40182673931121826,0.37926384806632996
0.05,0.40182673931121826,0.40879151225090027
0.05,0.40182673931121826,0.3741615116596222
0.05,0.40182673931121826,0.41655826568603516
0.05,0.40182673931121826,0.3728991746902466
0.05,0.40182673931121826,0.4016987681388855
0.05,0.40182673931121826,0.4275626242160797
0.05,0.40182673931121826,0.3809496760368347
0.05,0.40182673931121826,0.38303205370903015
0.05,0.40182673931121826,0.406771183013916
0.05,0.40182673931121826,0.41911986470222473
0.05,0.40182673931121826,0.3818250894546509
0.05,0.40182673931121826,0.4033954441547394
0.05,0.40182673931121826,0.41744738817214966
0.05,0.40182673931121826,0.4099307954311371
0.05,0.40182673931121826,0.3945402503013611
0.05,0.40182673931121826,0.41207921504974365
0.05,0.40182673931121826,0.3878185749053955
0.05,0.40182673931121826,0.3717751204967499
0.05,0.40182673931121826,0.39619481563568115
0.05,0.40182673931121826,0.3819549083709717
0.05,0.40182673931121826,0.4208134710788727
0.05,0.40182673931121826,0.37970641255378723
0.05,0.40182673931121826,0.40090030431747437
0.05,0.40182673931121826,0.413522869348526
0.05,0.40182673931121826,0.3844899833202362
0.05,0.40182673931121826,0.4232650697231293
0.05,0.40182673931121826,0.38305509090423584
0.05,0.40182673931121826,0.38925451040267944
0.05,0.40182673931121826,0.4205206036567688
0.05,0.40182673931121826,0.42805302143096924
0.05,0.40182673931121826,0.39105740189552307
0.05,0.40182673931121826,0.38626381754875183
0.05,0.40182673931121826,0.4118129312992096
0.05,0.40182673931121826,0.41982367634773254
0.05,0.40182673931121826,0.4162732660770416
0.05,0.40182673931121826,0.40870794653892517
0.05,0.40182673931121826,0.4032430648803711
0.05,0.40182673931121826,0.4087927043437958
0.05,0.40182673931121826,0.36766502261161804
0.05,0.40182673931121826,0.42524656653404236
0.05,0.40182673931121826,0.3848320543766022
0.05,0.40182673931121826,0.37058690190315247
0.05,0.40182673931121826,0.4049711227416992
0.05,0.40182673931121826,0.4026152193546295
0.05,0.40182673931121826,0.40809473395347595
0.05,0.40182673931121826,0.4230157732963562
0.05,0.40182673931121826,0.3685928285121918
0.05,0.40182673931121826,0.414718359708786
0.05,0.40182673931121826,0.39120301604270935
0.05,0.40182673931121826,0.3811674118041992
0.05,0.40182673931121826,0.40970611572265625
0.05,0.40182673931121826,0.38123583793640137
0.05,0.40182673931121826,0.388843297958374
0.05,0.40182673931121826,0.39929133653640747
0.05,0.40182673931121826,0.4031078815460205
0.05,0.40182673931121826,0.40865761041641235
0.05,0.40182673931121826,0.42208927869796753
0.05,0.40182673931121826,0.4146747589111328
0.05,0.40182673931121826,0.40203437209129333
0.05,0.40182673931121826,0.36087414622306824
0.05,0.40182673931121826,0.3822358250617981
0.05,0.40182673931121826,0.4067426025867462
0.05,0.40182673931121826,0.4402361512184143
0.05,0.40182673931121826,0.3946554958820343
0.05,0.40182673931121826,0.3896437883377075
0.05,0.40182673931121826,0.39498433470726013
0.05,0.40182673931121826,0.42628124356269836
0.05,0.40182673931121826,0.4598037302494049
0.05,0.40182673931121826,0.3808516561985016
0.05,0.40182673931121826,0.4101848304271698
0.05,0.40182673931121826,0.3891458213329315
0.05,0.40182673931121826,0.3955891728401184
0.05,0.40182673931121826,0.4111153185367584
0.05,0.40182673931121826,0.39876723289489746
0.05,0.40182673931121826,0.3924337327480316
0.05,0.40182673931121826,0.4100324213504791
0.05,0.40182673931121826,0.4290769696235657
0.05,0.40182673931121826,0.41302672028541565
0.05,0.40182673931121826,0.3880036175251007
0.05,0.40182673931121826,0.42020508646965027
0.05,0.40182673931121826,0.3884839415550232
0.05,0.40182673931121826,0.3918527066707611
0.05,0.40182673931121826,0.39019161462783813
0.05,0.40182673931121826,0.3842753469944
0.05,0.40182673931121826,0.38785284757614136
0.05,0.40182673931121826,0.38694384694099426
0.05,0.40182673931121826,0.3870001435279846
0.05,0.40182673931121826,0.3826993405818939
0.05,0.40182673931121826,0.3778648376464844
0.05,0.40182673931121826,0.42561373114585876
0.05,0.40182673931121826,0.43443557620048523
0.05,0.40182673931121826,0.4444887638092041
0.05,0.40182673931121826,0.40707865357398987
0.05,0.40182673931121826,0.4402572214603424
0.05,0.40182673931121826,0.4113098978996277
0.05,0.40182673931121826,0.40127408504486084
0.05,0.40182673931121826,0.42320433259010315
0.05,0.40182673931121826,0.38026201725006104
0.05,0.40182673931121826,0.4382741451263428
0.05,0.40182673931121826,0.4049466550350189
0.05,0.40182673931121826,0.4187246859073639
0.05,0.40182673931121826,0.42202726006507874
0.05,0.40182673931121826,0.3919755220413208
0.05,0.40182673931121826,0.3725219964981079
0.05,0.40182673931121826,0.372660368680954
0.05,0.40182673931121826,0.40938621759414673
0.05,0.40182673931121826,0.39758506417274475
0.05,0.40182673931121826,0.4268670976161957
0.05,0.40182673931121826,0.42929399013519287
0.05,0.40182673931121826,0.3939882516860962
0.05,0.40182673931121826,0.3939453959465027
0.05,0.40182673931121826,0.393449068069458
0.05,0.40182673931121826,0.42092159390449524
0.05,0.40182673931121826,0.3913878798484802
0.05,0.40182673931121826,0.39217883348464966
0.05,0.40182673931121826,0.41519877314567566
0.05,0.40182673931121826,0.37955567240715027
0.05,0.40182673931121826,0.45373213291168213
0.05,0.40182673931121826,0.4214692711830139
0.05,0.40182673931121826,0.4034227728843689
0.05,0.40182673931121826,0.4125475287437439
0.05,0.40182673931121826,0.3890514373779297
0.05,0.40182673931121826,0.41541245579719543
0.05,0.40182673931121826,0.43128371238708496
0.05,0.40182673931121826,0.4216046631336212
0.05,0.40182673931121826,0.4108597934246063
0.05,0.40182673931121826,0.3665071427822113
0.05,0.40182673931121826,0.3878077268600464
0.05,0.40182673931121826,0.4311375021934509
0.05,0.40182673931121826,0.3989107012748718
0.05,0.40182673931121826,0.39403200149536133
0.05,0.40182673931121826,0.3896295130252838
0.05,0.40182673931121826,0.40113356709480286
0.05,0.40182673931121826,0.4485456347465515
0.05,0.40182673931121826,0.3936619162559509
0.05,0.40182673931121826,0.40677905082702637
0.05,0.40182673931121826,0.39131098985671997
0.05,0.40182673931121826,0.3789556622505188
0.05,0.40182673931121826,0.40066665410995483
0.05,0.40182673931121826,0.3893384635448456
0.05,0.40182673931121826,0.37938347458839417
0.05,0.40182673931121826,0.3896368741989136
0.05,0.40182673931121826,0.41667988896369934
0.05,0.40182673931121826,0.38603124022483826
0.05,0.40182673931121826,0.41453126072883606
0.05,0.40182673931121826,0.35639727115631104
0.05,0.40182673931121826,0.3979107439517975
0.05,0.40182673931121826,0.43458354473114014
0.05,0.40182673931121826,0.3892279267311096
0.05,0.40182673931121826,0.4158758819103241
0.05,0.40182673931121826,0.4202941060066223
0.05,0.40182673931121826,0.3875349164009094
0.05,0.40182673931121826,0.37351226806640625
0.05,0.40182673931121826,0.3991555869579315
0.05,0.40182673931121826,0.4255531430244446
0.05,0.40182673931121826,0.43034985661506653
0.05,0.40182673931121826,0.4120441973209381
0.05,0.40182673931121826,0.40067315101623535
0.05,0.40182673931121826,0.4207198917865753
0.05,0.40182673931121826,0.41135379672050476
0.05,0.40182673931121826,0.3857768177986145
0.05,0.40182673931121826,0.3941468298435211
0.05,0.40182673931121826,0.4349999725818634
0.05,0.40182673931121826,0.39197999238967896
0.05,0.40182673931121826,0.4398188591003418
0.05,0.40182673931121826,0.4088671803474426
0.05,0.40182673931121826,0.3723435699939728
0.05,0.40182673931121826,0.42613208293914795
0.05,0.40182673931121826,0.41339820623397827
0.05,0.40182673931121826,0.396269828081131
0.05,0.40182673931121826,0.40309470891952515
0.05,0.40182673931121826,0.41148313879966736
0.05,0.40182673931121826,0.4163821041584015
0.05,0.40182673931121826,0.4162629544734955
0.05,0.40182673931121826,0.40105172991752625
0.05,0.40182673931121826,0.4253891706466675
0.05,0.40182673931121826,0.41195255517959595
0.05,0.40182673931121826,0.4160938262939453
0.05,0.40182673931121826,0.38501912355422974
0.05,0.40182673931121826,0.3835810720920563
0.05,0.40182673931121826,0.43748950958251953
0.05,0.40182673931121826,0.43278735876083374
0.05,0.40182673931121826,0.4458589255809784
0.05,0.40182673931121826,0.3885548412799835
0.05,0.40182673931121826,0.4173371493816376
