Delta,Original,Pval,Reject,CI_low,CI_high
0.2,0.4018267393112182,8.860494915100548e-09,1.0,0.4109557221621403,0.4202902086287608
0.2,0.3977664113044739,5.624269385314436e-48,1.0,0.43902383250628174,0.45110682266320523
0.2,0.3640391528606415,4.934712251664666e-10,1.0,0.37818249572266005,0.3910281318033848
0.2,0.2787850499153137,5.22075829164921e-42,1.0,0.3130107131984017,0.3239548574600437
0.2,0.3693955838680267,8.57749485781977e-31,1.0,0.4022774223351866,0.41521733054872456
0.2,0.3205548524856567,2.4886659722443926e-13,1.0,0.3399087700792961,0.3538247895589657
0.2,0.328203409910202,2.967252589801621e-23,1.0,0.3533040322176188,0.3652818268277675
0.2,0.3430370390415191,0.15823289508364013,0.0,0.33069059445619725,0.3450502826654897
0.2,0.1648142039775848,2.904060513631786e-19,1.0,0.1858274699677072,0.19728783008043546
0.2,0.2250434905290603,3.828058875587449e-12,1.0,0.24266158203569116,0.25630656962308224
