Delta,New,Original,Difference
0.1,0.47403341841697694,0.45621994137763977,0.07742345321178436
0.1,0.3180687168389559,0.3083329498767853,0.042714462146162986
0.1,0.3750024434924126,0.3567647933959961,0.05420657014846802
0.1,0.6718863810300827,0.6745069026947021,0.07446931159496308
0.1,0.24852884244173765,0.24580730497837067,0.04231878728419542
0.1,0.6000416493713856,0.6067444086074829,0.054723851531744
0.1,0.21921211414784192,0.20641212165355682,0.041235597796738147
0.1,0.2836612952798605,0.2610829472541809,0.052714922204613684
0.1,0.5812489292621612,0.592851996421814,0.06535062777996063
0.1,0.3957096221148968,0.40633052587509155,0.05140300622582435
