Delta,New,Original,Difference
0.2,0.40978200473338366,0.40182673931121826,0.05984010432213545
0.2,0.2648631291769445,0.2379845529794693,0.05575669488683343
0.2,0.354143232896924,0.342878133058548,0.053635815206170084
0.2,0.39112121457904575,0.3670978546142578,0.04896653109937906
0.2,0.4199838440299034,0.42134881019592285,0.05418141912817955
0.2,0.4816767759025097,0.44731420278549194,0.06046887359619141
0.2,0.5241119359016418,0.4984177350997925,0.056769674617052075
0.2,0.5363100810676813,0.5219239592552185,0.06555013876855373
0.2,0.626312806379795,0.6410279870033264,0.06922335208654404
0.2,0.6563860786169767,0.6507853269577026,0.06733360497057438
