Delta,Original,Pval,Reject,CI_low,CI_high
0.05,0.4018267393112182,0.009856168138742075,1.0,0.4022457356193308,0.40488336047146284
0.05,0.3886824250221252,0.24840693761505084,0.0,0.3881093662186931,0.39089480437790647
0.05,0.4019297063350677,0.0037021435956646627,1.0,0.39839188574804973,0.4012419915293245
0.05,0.3423090279102325,0.29791259572188594,0.0,0.34032163477503374,0.3429183042589514
0.05,0.5095646977424622,0.3639124384467174,0.0,0.5072294806775237,0.5104220866623734
0.05,0.375347763299942,0.04694024964922104,1.0,0.3753668744424557,0.3781489243050838
0.05,0.3600676953792572,0.23021682271545468,0.0,0.3595660300264811,0.3621505098332906
0.05,0.3720168173313141,1.4245792821116248e-07,1.0,0.3674738528794654,0.3699289199643723
0.05,0.3397396802902221,0.16200861343188405,0.0,0.33748214557492123,0.340117729875213
0.05,0.3411451280117035,0.0008434812243324133,1.0,0.3421185864129998,0.3448751950940154
