Delta,New,Original,Difference
0.2,0.8866835016012192,0.9287594556808472,0.0559827561378479
0.2,0.9682241179943085,0.9889925122261047,0.023893717408180238
0.2,0.9493714796304703,0.9775534272193909,0.035690252184867856
0.2,0.8542251403927803,0.903267502784729,0.09245900481939316
0.2,0.9848245127797127,0.9912975430488586,0.009012702405452728
0.2,0.9831026790142059,0.9915869832038879,0.011075098037719727
0.2,0.9832253785729408,0.9881904125213623,0.009148185908794402
0.2,0.9905774228572846,0.9939116835594177,0.005624407052993775
0.2,0.9711668553352356,0.9842897653579712,0.01712891888618469
0.2,0.9238980932831764,0.939330518245697,0.03620151025056839
